Appliances	dT_out6	dT_kitchen	dRH_kitchen	dT_living	dT_laundry
41.6667	0.9168	-0.0556	0.0961	0.0278	-0.0333
30.0000	1.0925	0.0000	0.1894	0.0389	-0.0167
41.6667	0.6419	-0.0489	0.2644	-0.0278	-0.0833
30.0000	0.3200	-0.0336	0.2750	-0.0056	0.0111
45.0000	0.0797	-0.0275	0.2306	-0.0222	-0.0111
28.3333	0.0769	0.0000	0.3400	-0.0111	-0.0137
46.6667	0.0911	0.1069	1.3674	0.2300	-0.1074
65.0000	0.0394	0.4708	-0.0546	0.7483	0.1539
85.0000	0.0150	0.6600	-0.4556	0.7508	0.1589
88.3333	0.1517	0.5794	-0.8200	0.5197	0.3390
76.6667	0.0183	0.3901	-0.5103	0.4011	0.2093
80.0000	0.1000	0.2482	-0.2125	0.2011	0.1989
70.0000	-0.0778	-0.0111	-0.3411	-0.0228	0.0411
58.3333	-0.0803	-0.1744	-0.0711	-0.2578	-0.0594
43.3333	0.1453	-0.2028	0.0706	-0.2939	0.0367
33.3333	0.0067	-0.2222	0.0850	-0.2850	0.0539
45.0000	-0.1556	-0.1711	0.0222	-0.2228	-0.0233
36.6667	0.1394	-0.1717	0.1367	-0.1811	-0.0733
35.0000	-0.1056	-0.1422	0.1156	-0.1461	-0.1022
41.6667	-0.1306	-0.1444	0.1933	-0.1511	0.0794
41.6667	-0.3839	-0.1117	0.2278	-0.1156	0.1083
31.6667	-0.1700	-0.1094	0.3267	-0.1083	-0.0550
46.6667	-0.0122	-0.0944	0.3900	-0.0778	-0.0528
43.3333	0.1067	0.0556	0.8942	0.1078	-0.2589
56.6667	0.0567	0.2744	0.0147	0.6344	0.0261
76.6667	0.0656	0.5311	0.6244	0.5811	0.2556
96.6667	-0.2683	0.2828	0.6582	0.1378	0.0889
328.3333	-1.6778	0.0539	-1.5487	-0.0333	-0.1139
263.3333	0.0381	0.1161	-0.6944	0.2022	0.1311
178.3333	0.1247	0.4769	-0.3304	0.5756	0.0900
241.6667	-0.8367	0.3358	-1.2090	0.2722	0.1531
570.0000	-0.9928	0.1167	-0.2133	0.0278	1.1364
200.0000	-0.7528	0.1169	-0.3569	0.0250	0.6733
415.0000	-1.0533	0.5264	10.8047	0.5206	-0.3433
98.3333	-0.9383	0.3128	-4.9878	0.2244	-0.2783
96.6667	-0.7317	0.2406	-4.9072	0.2467	-0.2967
65.0000	0.7718	-0.1189	-1.6664	-0.1033	-0.1700
46.6667	1.1932	-0.3078	-0.2731	-0.4004	-0.1956
46.6667	0.5006	-0.2833	0.1022	-0.4113	0.0500
35.0000	0.0586	-0.2992	-0.0525	-0.3406	0.1111
45.0000	-0.7419	-0.2469	-0.1664	-0.2778	-0.1556
46.6667	0.4756	-0.2233	0.1300	-0.2699	0.0744
36.6667	0.1822	-0.1950	0.1508	-0.2190	0.0933
46.6667	0.0361	-0.2100	0.1369	-0.1733	-0.0275
43.3333	-0.3358	-0.1367	0.2156	-0.1806	-0.0569
35.0000	0.4486	-0.1644	0.1535	-0.0961	-0.0500
155.0000	0.5144	-0.0756	0.2482	-0.0889	-0.1528
300.0000	0.6544	0.2944	0.2556	0.4637	-0.1661
281.6667	0.8372	0.3306	-0.6778	0.5285	-0.0100
100.0000	0.9456	0.4892	-0.7307	0.4333	0.0778
393.3333	0.5925	0.2314	-1.3199	0.0856	0.2867
201.6667	0.3147	0.4467	0.2344	0.4889	1.0594
98.3333	0.2022	0.2128	0.0706	0.3083	-0.6156
115.0000	0.0494	0.0689	0.9467	0.1217	-0.1539
180.0000	0.4478	0.1239	1.6761	0.1644	0.2511
151.6667	0.8500	-0.0275	0.4167	-0.0667	0.2056
315.0000	1.1700	0.2531	1.0889	0.3267	0.0889
118.3333	0.6039	0.2933	2.2333	0.2553	0.0350
153.3333	0.1533	0.1733	-1.0644	0.0347	0.1517
100.0000	0.0506	0.1044	0.0664	-0.1506	0.0033
70.0000	0.1467	-0.1761	0.1964	-0.2450	-0.0556
38.3333	-0.1972	-0.3533	0.0022	-0.3256	-0.1267
45.0000	0.0622	-0.2942	0.2093	-0.2556	-0.0633
46.6667	-0.0722	-0.2353	0.4668	-0.1917	0.0800
38.3333	-0.0200	-0.1856	-0.0833	-0.2344	-0.0044
48.3333	-0.3615	-0.1564	0.0449	-0.1306	-0.0367
45.0000	-0.0407	-0.1719	0.1113	-0.1333	0.0014
46.6667	-0.0283	-0.1156	0.1667	-0.1574	-0.0514
36.6667	-0.2767	-0.1250	0.0678	-0.1204	0.0000
163.3333	-0.1028	-0.1167	0.4939	-0.0722	-0.0722
93.3333	0.2611	-0.0333	0.3122	-0.0611	-0.1039
115.0000	0.2889	0.1000	-0.6356	0.2667	-0.0367
75.0000	0.3378	0.0525	-1.9472	0.0839	-0.1528
355.0000	0.2933	0.5547	-0.3817	0.8389	0.1700
286.6667	0.2517	0.5828	0.6872	0.6561	1.5456
331.6667	-0.0306	0.5100	-1.0028	0.3900	0.2203
276.6667	0.1756	0.3967	0.7011	0.3767	0.9358
396.6667	0.2389	0.1722	-0.6856	0.0889	0.3450
235.0000	-0.5817	0.1533	0.3110	0.0783	0.5983
263.3333	-0.1100	0.3644	3.6774	0.1928	0.1986
185.0000	-0.0872	0.1467	-1.9972	0.1111	-0.4292
226.6667	-0.3744	0.0278	2.0783	-0.0333	-0.5356
166.6667	-0.2667	-0.1278	-2.3167	-0.1700	-0.2517
101.6667	-0.2411	-0.2367	-1.3928	-0.2758	-0.4122
110.0000	-0.3844	-0.2800	-0.2811	-0.2469	-0.2722
53.3333	-0.1461	-0.2900	0.1001	-0.2611	-0.1256
61.6667	0.0772	-0.2956	0.2910	-0.2622	-0.0050
50.0000	0.0244	-0.1811	0.3428	-0.2217	0.0400
45.0000	-0.0367	-0.1406	0.1578	-0.1400	0.0000
46.6667	0.0000	-0.1639	0.0528	-0.1622	-0.0550
45.0000	-0.0494	-0.1478	0.0878	-0.1506	-0.0350
43.3333	-0.5422	-0.1089	0.1433	-0.0939	0.0000
46.6667	-0.2568	-0.1561	-0.0550	-0.1433	-0.0194
55.0000	-0.2782	-0.1150	0.1122	-0.1306	-0.0917
123.3333	-0.2433	-0.0728	0.3139	-0.1050	-0.3711
63.3333	0.0125	-0.0250	1.1019	-0.0933	-0.3903
66.6667	0.2164	0.0300	0.2247	0.2265	0.0444
81.6667	0.3206	0.0300	-0.7222	0.2763	0.0181
58.3333	-0.3408	0.0419	0.0242	0.1717	-0.0111
58.3333	-0.2675	0.0625	0.7092	-0.1094	0.0356
106.6667	-0.2233	-0.0778	1.2939	-0.0750	-0.0400
60.0000	-0.7575	-0.0167	-0.2661	-0.0667	-0.0456
65.0000	-0.1792	-0.0961	-0.1078	-0.1000	-0.0747
66.6667	-0.2239	-0.0828	-1.5756	0.0056	-0.1986
261.6667	-0.5850	0.0878	-0.5100	0.2383	0.0340
125.0000	-0.8633	0.3086	5.7792	0.3250	-0.0226
98.3333	-0.4844	0.3075	-4.9414	0.4214	0.0331
98.3333	-0.3529	0.0694	-1.8144	-0.0503	-0.0795
90.0000	-0.3654	-0.1378	-0.8856	-0.2656	-0.1706
53.3333	-0.0394	-0.2378	-0.2400	-0.2511	-0.1745
60.0000	-0.3444	-0.2589	-0.0133	-0.2706	-0.0384
65.0000	-0.4244	-0.1944	-0.1956	-0.2000	-0.0148
65.0000	-0.3956	-0.1350	-0.4033	-0.1722	0.0528
48.3333	0.2817	-0.1400	-0.1006	-0.1472	0.1706
60.0000	-0.0478	-0.1306	-0.0917	-0.1333	0.0461
58.3333	0.1336	-0.1333	-0.0750	-0.1411	0.0839
56.6667	0.3169	-0.1256	-0.0272	-0.1275	0.0467
66.6667	0.2378	-0.1011	0.3056	-0.0814	-0.0344
160.0000	-0.4297	0.0000	0.6908	-0.0667	-0.2786
176.6667	-0.5997	0.3167	-0.6497	0.5054	-0.1018
253.3333	0.5706	0.5489	-0.9561	0.8735	0.0992
208.3333	1.0604	0.4383	0.6547	0.2544	0.1205
145.0000	1.1296	0.2472	1.8525	-0.1083	0.0629
91.6667	0.5078	0.2367	-1.9244	-0.1433	0.0712
203.3333	-1.2161	-0.0922	-0.9433	-0.3056	-0.0339
135.0000	-0.1083	-0.1817	0.3015	-0.1539	-0.0399
320.0000	0.4389	-0.2483	0.1979	-0.1674	0.2279
205.0000	-0.0811	-0.2094	1.1289	-0.1715	1.2022
280.0000	-0.1567	0.1589	2.0472	0.2844	-0.3488
131.6667	-0.0400	0.3983	1.6811	0.5279	-0.1746
131.6667	-0.5350	0.2189	-4.5456	0.3026	-0.1440
118.3333	-0.4056	0.0778	-1.3769	0.0750	-0.1510
85.0000	-0.0978	-0.1000	0.3108	-0.1097	-0.0319
65.0000	-0.9194	-0.2456	0.7944	-0.2603	0.1329
38.3333	-1.0333	-0.2717	-0.2217	-0.2478	-0.0657
45.0000	-0.7969	-0.2683	-0.2067	-0.2304	-0.0093
46.6667	-0.2958	-0.2144	-0.2667	-0.2290	0.0019
31.6667	-0.2563	-0.1611	-0.1900	-0.1628	-0.0462
46.6667	-0.7465	-0.1628	-0.1256	-0.1506	-0.2357
46.6667	0.8633	-0.1594	-0.1667	-0.1761	-0.1319
38.3333	0.7667	-0.1417	-0.0750	-0.1456	-0.0093
50.0000	0.7050	-0.1239	0.6932	-0.1000	-0.1845
61.6667	0.9039	-0.0611	0.8296	-0.0961	-0.1887
141.6667	0.7192	0.0111	0.6100	-0.0728	-0.2044
53.3333	0.4808	-0.0311	0.4911	-0.0967	-0.1888
70.0000	0.7338	-0.0700	0.0014	-0.0028	-0.0435
353.3333	1.5568	0.0506	1.7475	0.0939	0.4031
138.3333	1.5739	0.3594	-1.2956	0.5156	1.1730
103.3333	0.6622	0.2547	0.1889	0.2428	-0.3060
70.0000	0.3089	0.5442	0.2589	0.8289	-0.1696
100.0000	0.3256	0.4167	-0.0822	0.5578	-0.0717
105.0000	-0.1057	0.2411	-1.2336	0.1517	0.0426
278.3333	-0.0687	0.1956	0.7814	0.1343	0.0331
170.0000	-1.2011	0.3822	6.1717	0.3513	0.0934
100.0000	-0.4426	0.0389	-5.7619	-0.0311	0.0350
198.3333	-0.6607	-0.2089	-1.3864	-0.3733	-0.1991
65.0000	0.1278	-0.2144	-0.3656	-0.2606	-0.2219
56.6667	0.1622	-0.1822	0.3456	-0.2756	-0.1039
36.6667	-0.2233	-0.2528	0.1311	-0.2382	-0.0373
43.3333	-0.2456	-0.2139	0.1694	-0.2346	-0.0888
48.3333	0.4528	-0.2183	0.1928	-0.1722	0.1899
43.3333	0.6650	-0.1403	0.2222	-0.1642	0.1687
35.0000	0.3911	-0.1192	0.2300	-0.1419	0.1234
46.6667	0.2083	-0.1233	0.2167	-0.1050	0.0365
45.0000	0.0422	-0.1203	0.1433	-0.1000	0.0204
40.0000	-0.0350	-0.0997	0.4956	-0.0975	-0.2282
51.6667	0.0100	-0.0150	0.6500	-0.1014	-0.2636
48.3333	0.1289	-0.0750	-0.2322	-0.0111	-0.1089
36.6667	0.3678	0.0200	0.1033	0.1372	-0.1628
70.0000	0.7275	0.1256	-0.2011	0.2561	-0.0389
70.0000	0.4736	0.1644	-0.1667	0.3389	0.1155
53.3333	-0.1278	0.2664	0.3119	0.3167	0.1301
36.6667	-0.1578	0.2514	-0.7814	0.2606	0.1271
51.6667	0.0444	0.0722	-0.6333	0.0567	-0.0377
51.6667	-0.0667	0.0722	-0.2178	0.0300	0.0530
68.3333	-0.1539	0.1000	-0.1672	0.0828	0.0333
238.3333	-0.2378	0.2922	1.1433	0.3056	0.1414
131.6667	-0.2189	0.3056	4.6211	0.3689	0.1153
91.6667	-0.4818	0.0628	-4.1469	-0.1456	0.0000
75.0000	-0.3521	-0.1622	-1.1625	-0.1317	0.0000
56.6667	-0.0556	-0.1483	-0.0544	-0.2189	0.0333
31.6667	0.1239	-0.2021	0.3882	-0.2533	0.1767
48.3333	0.2844	-0.2124	-0.2554	-0.2161	0.1056
46.6667	0.1517	-0.2100	0.0744	-0.1744	0.0111
45.0000	-0.5786	-0.1981	0.4819	-0.1833	-0.0222
45.0000	0.0964	-0.1719	0.3136	-0.1256	0.0000
36.6667	-0.1689	-0.1172	0.0811	-0.1506	-0.0056
46.6667	-0.3928	-0.1206	-0.0500	-0.1261	-0.1622
45.0000	-0.1411	-0.0875	-0.0489	-0.0842	-0.0811
48.3333	-0.8794	-0.0925	-0.1411	-0.1003	-0.1106
45.0000	-0.1711	-0.0878	-0.0222	-0.1111	0.0450
36.6667	1.0267	-0.0833	0.1239	-0.0860	-0.1006
55.0000	0.4344	-0.0222	-0.2600	-0.0518	-0.2742
55.0000	0.9558	-0.0167	-0.3917	-0.0667	-0.1753
76.6667	1.3264	0.0000	-0.1100	0.0833	-0.0856
61.6667	0.1194	-0.0122	0.3900	0.0000	-0.1478
61.6667	0.4875	-0.0978	-0.3878	-0.0667	-0.0028
181.6667	-0.0558	-0.0065	0.0058	0.0444	-0.0611
243.3333	-0.2033	0.1999	4.0969	0.0747	-0.0061
228.3333	-0.8992	0.2417	-2.9472	-0.0964	0.0244
160.0000	-0.8931	0.2261	-0.9156	0.3167	0.0244
96.6667	-0.4711	0.6078	-0.6286	0.6456	0.0244
95.0000	0.6647	0.5711	0.0864	0.7972	0.1272
93.3333	0.4642	0.4367	-0.4567	0.5722	0.2350
78.3333	-0.3200	0.0056	-1.3428	-0.0931	-0.1117
66.6667	0.1397	-0.2150	0.1589	-0.2747	-0.0506
38.3333	0.4864	-0.2378	0.1294	-0.3072	-0.0889
43.3333	0.6500	-0.2894	0.0939	-0.2900	0.0444
45.0000	-0.3014	-0.2444	0.1750	-0.2506	0.2206
43.3333	-0.5103	-0.2233	0.3011	-0.2122	0.1739
45.0000	-1.1633	-0.2022	0.4656	-0.1500	0.1994
41.6667	-0.7204	-0.1308	0.4361	-0.1550	0.0406
36.6667	-1.0729	-0.1247	0.2978	-0.1372	-0.0711
45.0000	-0.7672	-0.1361	0.0478	-0.1194	-0.1078
50.0000	-0.3183	-0.0883	0.3614	-0.1328	-0.0582
53.3333	0.1256	0.0100	0.5881	-0.0556	-0.2574
30.0000	0.9975	0.0222	0.5600	-0.0122	-0.0772
60.0000	0.7892	-0.1022	-1.3553	-0.0367	-0.0961
60.0000	0.5722	-0.0267	-0.6708	0.0306	-0.1056
65.0000	0.2142	-0.0056	-0.5700	0.0294	-0.0167
43.3333	0.4125	0.0167	1.1367	0.0500	-0.0978
78.3333	-0.0111	0.0375	0.5601	0.1678	0.0275
88.3333	-0.0143	0.0803	-1.2929	0.1067	0.0925
136.6667	-1.0507	-0.0722	-0.7556	-0.1689	-0.0528
200.0000	-1.2172	0.1172	0.4431	0.1353	-0.0794
226.6667	-0.5814	0.5694	-0.1675	0.5669	0.2311
140.0000	-0.4386	0.3606	-1.1389	0.2922	0.0678
183.3333	0.4611	0.1028	-0.6969	0.0083	0.0111
71.6667	0.5579	-0.1100	-0.0731	-0.1950	0.0000
80.0000	0.3860	-0.1244	-0.1822	-0.2344	-0.0722
46.6667	-0.0133	-0.1811	0.3011	-0.2093	-0.1194
46.6667	0.2883	-0.2011	0.1453	-0.2063	-0.1183
45.0000	0.0356	-0.1511	0.2053	-0.1467	0.0122
46.6667	0.3433	-0.1950	0.3311	-0.1222	0.0956
45.0000	-0.2767	-0.1772	0.5236	-0.1472	0.1814
35.0000	-0.1706	-0.0944	0.4881	-0.1178	0.0408
48.3333	-0.2083	-0.1000	0.2222	-0.0706	-0.0200
45.0000	0.2522	-0.1060	0.1817	-0.0922	0.0000
71.6667	-0.4622	-0.0290	0.7272	-0.0278	-0.0667
166.6667	0.3356	0.0000	0.1900	0.0000	-0.1333
86.6667	0.8539	-0.0306	-0.2486	0.0000	-0.0733
403.3333	-1.0378	-0.0667	-0.5769	-0.0167	0.2772
216.6667	0.8906	0.1978	0.9367	0.1517	1.3744
358.3333	0.4665	0.1011	-0.4444	0.0661	-0.0858
196.6667	-1.2188	0.1128	-0.0764	0.0222	0.6597
410.0000	0.6300	0.0606	-0.6614	0.0589	0.2111
173.3333	0.3914	0.1661	-0.9489	0.4033	0.8100
245.0000	-1.1036	0.5388	-0.2617	0.7511	-0.6010
393.3333	0.2467	0.9629	3.3894	0.9939	0.6021
145.0000	-0.3767	0.7111	1.1822	0.8261	0.3222
101.6667	0.1522	0.1267	-4.8597	0.1711	-0.6279
85.0000	0.0633	-0.0461	-1.0814	-0.1589	-0.3943
68.3333	-0.2794	-0.2067	-0.2172	-0.2933	-0.1289
56.6667	-1.1889	-0.3144	0.9850	-0.4628	-0.1822
46.6667	-0.2719	-0.3475	0.3369	-0.3944	-0.2792
48.3333	0.0469	-0.2753	-0.2225	-0.3367	-0.2175
41.6667	0.3444	-0.2411	-0.0667	-0.2433	-0.1000
36.6667	0.0992	-0.2756	0.0383	-0.2228	0.0333
46.6667	0.0458	-0.2250	0.1072	-0.1756	0.0000
45.0000	-0.7667	-0.1611	0.1222	-0.1622	0.0000
46.6667	-0.0842	-0.1375	0.0050	-0.1511	0.0000
51.6667	0.5158	-0.1442	0.1383	-0.1350	-0.1133
48.3333	0.2711	-0.0367	0.6033	-0.1028	-0.2675
161.6667	-0.2432	0.0000	0.3656	-0.0500	-0.3147
275.0000	-0.1746	-0.1000	-0.4856	-0.0722	-0.1850
111.6667	-0.0878	0.0000	-0.1683	-0.0981	-0.1472
366.6667	0.2619	0.1450	0.9872	-0.0648	0.1301
171.6667	-0.3975	0.3900	0.5875	0.0963	0.8535
126.6667	-0.2101	0.0428	-1.0086	0.1050	-0.4525
198.3333	-1.3421	0.2511	0.6089	0.6683	-0.1583
111.6667	-0.2956	0.2656	0.7844	0.6478	0.0550
126.6667	0.1681	-0.0667	-2.9100	-0.0311	-0.0611
150.0000	-0.1847	0.0722	-0.6822	0.0611	-0.0489
340.0000	-0.4322	0.2778	9.5719	0.2229	0.0782
150.0000	-0.9806	0.3322	-2.6842	0.2465	0.1318
135.0000	0.2039	-0.0244	-4.0667	-0.0522	-0.0167
111.6667	0.3378	-0.1411	-1.7789	-0.1722	-0.0611
70.0000	-0.6500	-0.2122	0.4233	-0.2683	0.0333
70.0000	0.0456	-0.2528	-0.3539	-0.2622	0.0556
71.6667	0.4931	-0.2422	-0.4172	-0.2722	-0.0111
66.6667	0.1647	-0.2483	-0.2281	-0.2433	0.0083
68.3333	0.0172	-0.2133	-0.1708	-0.1939	-0.0250
66.6667	-0.4454	-0.2267	-0.0544	-0.1900	-0.0833
65.0000	0.0004	-0.1931	0.0711	-0.1397	-0.0244
68.3333	0.0689	-0.1736	-0.0306	-0.1753	-0.0611
56.6667	0.1150	-0.0783	0.0656	-0.1389	-0.1644
88.3333	0.3378	-0.0672	0.5139	-0.0722	-0.3936
88.3333	0.8311	-0.0367	0.8742	-0.0400	-0.0814
93.3333	1.0486	-0.0333	-0.4364	-0.0278	-0.1472
101.6667	0.9564	-0.0667	-0.1544	-0.0806	-0.1800
86.6667	0.3522	-0.0856	-0.0969	-0.1372	-0.2089
63.3333	-0.2122	-0.1044	-1.3019	-0.1744	-0.2389
80.0000	0.5233	-0.0333	0.9856	0.0778	0.0000
110.0000	0.1200	0.0333	0.3757	0.0597	0.0000
98.3333	-0.0367	0.0000	-0.0846	0.0992	0.0000
80.0000	-0.7456	-0.1000	-0.2589	0.0222	-0.1083
325.0000	-0.5211	0.0222	1.9167	0.0611	-0.1017
111.6667	-0.2967	0.3278	5.1728	0.3967	0.1611
150.0000	-0.1450	0.2611	-4.9672	0.2767	0.0367
125.0000	-0.3311	0.2350	-0.7822	0.3253	0.0331
106.6667	-0.0350	0.0439	-0.3497	0.0069	-0.2081
71.6667	-1.0533	-0.1200	0.2219	-0.2178	-0.0228
45.0000	-0.7825	-0.1589	0.0356	-0.2878	0.0500
53.3333	0.7319	-0.2011	0.2765	-0.2311	0.0067
53.3333	0.1839	-0.1650	-0.1265	-0.1922	0.1411
43.3333	-0.9633	-0.1561	-0.2333	-0.1556	0.0969
46.6667	-1.2011	-0.1561	-0.2156	-0.1922	-0.1642
50.0000	-0.7069	-0.1828	-0.2667	-0.1194	-0.0244
46.6667	-0.2764	-0.1389	-0.1678	-0.1261	0.1039
45.0000	-0.4389	-0.1233	-0.3111	-0.1567	-0.0367
118.3333	0.1250	-0.0978	0.2139	-0.1144	-0.1611
73.3333	1.6894	0.0367	1.1350	-0.0111	-0.1144
101.6667	2.1767	-0.0244	-0.5761	-0.0411	-0.1267
170.0000	1.8756	-0.0122	-0.0217	0.0200	-0.0733
121.6667	0.7017	0.1156	0.3911	0.0000	-0.0550
83.3333	0.6444	0.3678	0.2300	0.0600	0.0138
106.6667	-0.1314	0.3624	-0.6899	0.2656	-0.0076
143.3333	-0.0025	0.3471	-0.3140	0.8700	0.0367
108.3333	-0.4422	0.2239	-0.3472	0.3897	0.0578
156.6667	-1.2272	0.4694	-0.5136	0.6728	0.0928
456.6667	-0.9794	0.3328	0.1158	0.2808	0.4206
126.6667	-1.2418	0.8222	4.7200	0.4194	0.6111
125.0000	-0.8793	0.1911	-4.0133	0.1517	0.1322
131.6667	0.3033	-0.1828	-1.4443	-0.2044	-0.0100
85.0000	0.1644	-0.2689	-0.3307	-0.3467	-0.1425
58.3333	0.0589	-0.2828	0.2306	-0.3250	-0.1375
66.6667	-0.2311	-0.2933	0.2806	-0.2789	0.0167
43.3333	-0.3472	-0.2700	0.1117	-0.2389	-0.0111
55.0000	-0.4172	-0.2244	-0.1100	-0.2133	-0.0789
55.0000	-1.0367	-0.2433	-0.1900	-0.2161	-0.0244
56.6667	0.3656	-0.1806	-0.1467	-0.1967	-0.1089
40.0000	0.9333	-0.2022	-0.0733	-0.1833	-0.2328
53.3333	0.5444	-0.1922	0.0039	-0.1367	-0.1706
66.6667	-0.0478	-0.1692	0.2274	-0.1706	0.0122
48.3333	-0.0078	-0.0236	0.4432	-0.1144	-0.1000
146.6667	0.3206	-0.1256	-0.7100	-0.0872	-0.1367
68.3333	0.5883	-0.1011	-0.7139	-0.1111	-0.0656
260.0000	0.9567	-0.0722	-0.5583	-0.0111	-0.0736
260.0000	-0.1522	0.0683	0.7000	0.0903	0.7369
311.6667	0.5450	0.2750	1.1687	-0.1625	0.1694
345.0000	0.9533	0.2389	-1.0787	0.0156	0.6265
95.0000	0.0633	0.2922	-0.4878	0.1344	0.3151
91.6667	-0.7183	0.2511	-1.0200	0.1056	-0.5133
170.0000	-0.8922	0.0106	1.4756	-0.1944	-0.4221
163.3333	-1.1039	-0.0567	-0.0789	0.0051	-0.2340
108.3333	-0.0033	0.4528	-1.4356	0.4971	0.1128
101.6667	-0.1350	0.3222	-0.4414	0.4672	0.1639
103.3333	-0.1967	-0.0111	-0.7686	-0.0456	-0.0306
61.6667	-0.3278	-0.1944	0.0500	-0.3261	-0.1589
56.6667	-0.6862	-0.2367	0.4169	-0.3378	-0.2033
63.3333	-0.4165	-0.2406	0.1425	-0.2967	-0.0889
53.3333	-0.6211	-0.2011	-0.1306	-0.2758	-0.0794
40.0000	-0.3289	-0.1939	-0.1244	-0.2236	-0.0306
51.6667	-0.4417	-0.2089	-0.0100	-0.1944	-0.0750
48.3333	1.0989	-0.1700	0.0100	-0.1861	0.0894
51.6667	0.4800	-0.1433	0.0589	-0.1889	0.1511
36.6667	0.2606	-0.1842	0.0869	-0.1156	-0.0056
48.3333	-0.1675	-0.1619	0.0947	-0.0933	-0.0500
60.0000	-0.1619	-0.1483	0.2017	-0.1244	-0.0061
151.6667	0.8544	0.0042	1.1681	0.0056	-0.1972
61.6667	0.9833	-0.0431	-0.6603	0.0444	-0.1856
270.0000	0.6489	-0.1089	-0.6456	0.0100	0.0533
173.3333	0.4450	0.1289	3.5160	0.1044	0.8303
108.3333	0.0025	0.1928	0.3007	0.1667	-0.1547
98.3333	0.4314	0.4050	-1.0883	0.9381	-0.1628
76.6667	0.3233	0.3700	-0.4789	0.4553	-0.0772
86.6667	-0.2011	0.3833	-0.8706	0.4106	0.0000
80.0000	-0.5211	0.1622	-0.4122	0.1253	0.0667
301.6667	-0.3294	-0.1178	-0.2022	-0.1558	-0.0667
183.3333	-0.1239	0.4956	4.2114	0.1633	0.2817
80.0000	-0.1089	0.2428	-2.0519	0.2442	0.1000
73.3333	-0.1186	0.1806	-0.9689	0.2169	0.0183
51.6667	-0.1892	-0.1265	-0.3876	-0.1539	-0.0733
56.6667	-0.1161	-0.2801	-0.0196	-0.3892	-0.0367
53.3333	-0.2244	-0.2533	-0.0333	-0.3758	0.0000
53.3333	-0.1283	-0.2756	-0.0722	-0.2933	0.0886
55.0000	-0.1044	-0.2128	-0.0061	-0.2300	-0.0153
46.6667	0.0150	-0.1878	0.1183	-0.2328	-0.0661
58.3333	-0.0428	-0.1967	0.1161	-0.1544	-0.0072
56.6667	-0.2183	-0.1683	0.1160	-0.1761	0.0000
53.3333	-0.1472	-0.1456	0.0690	-0.1250	0.0489
45.0000	-0.2167	-0.1756	0.0400	-0.1372	-0.0644
80.0000	0.2011	-0.1046	0.4626	-0.1033	-0.2472
151.6667	0.3194	-0.0188	-0.0060	-0.0733	-0.1161
78.3333	0.3978	-0.0333	-0.1267	0.0000	-0.1139
210.0000	0.0489	-0.0278	0.1239	0.0306	-0.2106
125.0000	0.0394	0.1756	0.7394	0.3578	-0.1311
136.6667	0.4578	0.5278	3.4900	0.4283	0.0153
101.6667	0.1419	0.4994	-2.4372	0.4467	0.2219
106.6667	-0.1314	0.1583	-1.6672	0.2633	0.0639
105.0000	-0.4828	-0.0550	-0.3278	0.0650	0.0289
113.3333	-0.2656	-0.1678	-0.1067	-0.2322	-0.0622
193.3333	-0.3078	-0.2450	0.1994	-0.3717	-0.1244
203.3333	-0.0496	-0.1422	3.5850	-0.3000	-0.0556
150.0000	0.1429	0.0856	-1.6911	0.1111	-0.0933
133.3333	-0.0783	0.0244	-1.3438	0.0911	-0.1406
100.0000	-0.1428	-0.0428	-0.5774	-0.0150	-0.0472
48.3333	-0.2056	-0.1767	0.3711	-0.2439	-0.1022
58.3333	0.1067	-0.1750	0.2139	-0.2011	-0.0400
51.6667	-0.1264	-0.1900	-0.0672	-0.2158	0.1033
56.6667	-0.1508	-0.1556	0.0489	-0.1886	-0.0933
58.3333	-0.0217	-0.1517	0.0017	-0.1556	-0.0150
45.0000	-0.1867	-0.1511	-0.0078	-0.1378	0.0300
58.3333	-0.0122	-0.1656	-0.0939	-0.1472	-0.0075
50.0000	0.0222	-0.1194	-0.0711	-0.1239	0.0858
56.6667	-0.4328	-0.0833	0.1056	-0.0874	-0.0722
135.0000	-0.6989	-0.1256	-0.4344	0.1329	-0.1317
66.6667	0.3872	-0.1178	-0.9133	-0.0844	-0.1194
388.3333	1.1556	0.1107	1.6994	0.4678	0.0378
150.0000	1.2222	0.2021	-0.6789	0.6833	0.9985
185.0000	1.0500	0.3811	-1.2356	0.1933	-0.0929
245.0000	0.9833	0.3325	-0.1000	0.1183	0.7072
155.0000	0.0482	0.2836	-0.5839	0.0983	0.2583
55.0000	-0.0844	0.0744	-1.0133	-0.0167	-0.5058
38.3333	-0.4369	0.0300	-0.5422	0.0344	-0.3364
73.3333	-0.3207	-0.0517	-0.2267	-0.0231	-0.1506
233.3333	-1.5361	0.0428	0.2522	0.0286	-0.1261
220.0000	-1.1542	0.4467	4.6519	0.3594	0.0344
158.3333	-0.5258	0.2878	-2.8775	0.2767	0.1978
165.0000	-1.1083	0.1478	-0.4089	0.0672	-0.0956
70.0000	-1.5272	0.0656	-0.2489	-0.0800	-0.0122
51.6667	-0.6083	-0.1550	0.4913	-0.3900	0.0550
58.3333	-0.4561	-0.2039	0.1460	-0.4006	0.0306
36.6667	-0.3033	-0.2017	-0.1256	-0.3356	0.0222
46.6667	-0.0244	-0.2278	-0.4661	-0.2778	-0.0344
