Time	Pump	Flow	Press	Temp1	Temp2	Vib
1209	1135.1466	50.6221	6.7241	63.3892	55.3048	0.1372
1210	1147.1896	52.3970	6.7993	63.8933	55.6548	0.2195
1211	1150.4866	53.1274	6.8478	64.6289	56.3320	0.3691
1212	1164.1722	53.7937	6.9086	65.5388	57.2559	0.3941
1213	1167.0119	55.1598	6.9482	66.0826	57.7189	0.5328
1214	1173.7223	55.0091	6.9812	66.5891	58.1678	0.4427
1215	1171.2152	54.9549	7.0906	67.1308	58.5236	0.3059
1216	1186.6697	54.8847	7.0924	68.2770	59.1430	0.1957
1217	1189.6493	55.1539	7.0289	68.3319	59.2028	0.0730
1218	1179.7852	54.9593	7.1482	68.5035	59.6905	0.0557
1219	1185.6730	55.0405	7.2630	68.6728	60.3123	-0.0063
1220	1187.4060	55.4102	7.2338	69.5932	60.8776	0.0347
1221	1194.6252	55.8826	7.2664	70.1845	61.1874	0.1875
1222	1201.3023	56.6043	7.3442	70.5419	61.4950	0.2447
1223	1215.3347	56.7771	7.4250	70.5722	61.2217	0.4118
1224	1234.7906	57.3179	7.4862	72.0401	61.3392	0.3796
1225	1235.6234	58.3945	7.5006	72.6022	61.5200	0.2427
1226	1237.6174	58.8457	7.5557	72.5086	62.0849	0.1546
1227	1251.7277	59.2145	7.6406	73.0210	62.5020	-0.0110
1228	1265.2885	59.9803	7.7371	73.5329	63.6784	-0.1134
1229	1256.0223	59.6843	7.8186	73.6973	63.9057	-0.0823
1230	1255.3986	60.1938	7.8354	74.3884	64.4381	-0.0331
1231	1267.2667	59.3382	7.9061	74.8885	64.6687	0.0789
1232	1254.9983	59.7342	7.9440	75.6403	64.8857	0.2874
1233	1253.9399	59.6851	7.9516	76.3811	65.1641	0.4372
1234	1250.1316	60.0463	7.9314	76.4053	66.4435	0.4555
1235	1249.5718	59.7567	7.9210	77.1845	67.0725	0.4048
1236	1250.0588	59.6370	7.8563	77.6238	67.5534	0.1880
1237	1251.2972	59.1675	7.9611	77.7631	67.8745	-0.0214
1238	1258.5618	60.1296	7.8682	77.9177	68.3705	-0.0773
1239	1267.0965	60.0248	7.8978	78.0217	68.9738	-0.0797
1240	1265.9762	60.1283	7.9258	78.2752	69.3497	-0.0339
1241	1259.1490	60.1561	7.9257	78.8722	69.4224	0.1201
1242	1258.8456	60.2053	7.9917	79.5911	69.7618	0.3654
1243	1250.0462	60.9360	7.9377	79.5488	69.9668	0.4197
1244	1256.3272	61.2615	8.0564	79.8020	69.9661	0.3561
1245	1254.0658	60.8810	8.0779	80.0953	69.9992	0.2495
1246	1268.0711	59.9805	8.0920	80.2827	70.6179	0.0751
1247	1266.4531	60.5126	8.0393	80.5125	70.8823	-0.0776
1248	1266.3392	60.7847	8.0427	80.7445	70.9689	-0.1847
1249	1275.0856	61.0502	8.0167	80.8880	71.3575	-0.1764
1250	1276.2488	60.5588	8.0271	81.1277	71.6640	-0.0402
1251	1272.2194	61.6523	8.0286	80.9123	71.7020	0.1422
1252	1264.0217	61.3942	7.9952	80.7045	71.2885	0.3307
1253	1263.6986	61.9271	8.0191	80.6535	72.0506	0.3812
1254	1264.6645	61.5230	8.1731	80.5114	72.5384	0.4256
1255	1277.8805	61.7192	8.1663	80.3719	73.1695	0.3230
1256	1272.9013	61.8871	8.1701	80.3399	73.4301	0.1651
1257	1267.6994	61.1542	8.2440	80.5258	72.7972	-0.0042
1258	1280.2110	61.0975	8.1333	80.9073	73.1948	-0.0084
1259	1269.9618	60.9605	8.1511	80.7274	73.5274	0.0231
1260	1278.1963	61.0684	8.1203	80.8751	73.0934	0.0569
1261	1288.1750	61.2363	8.0860	81.4098	73.2092	0.1620
1262	1283.5501	61.3161	8.1343	81.9928	73.3820	0.2967
1263	1271.1007	60.8821	8.1964	81.9083	73.4296	0.4010
1264	1264.4813	60.6062	8.1892	82.2057	74.0709	0.4564
1265	1270.9347	61.3528	8.0822	82.5314	74.0598	0.3533
1266	1275.9659	61.5376	8.0863	82.4979	73.9507	0.2569
1267	1277.8807	61.4466	8.1101	81.9111	74.5022	0.0440
1268	1275.9784	61.5526	8.1073	82.1665	74.8301	-0.0417
1269	1273.2354	61.1742	8.0828	81.7703	74.4754	-0.0286
1270	1267.4338	60.7230	8.1290	81.6219	74.2606	0.0324
1271	1260.0902	60.8316	8.0317	81.6418	73.8740	0.2427
1272	1258.8586	61.2343	8.0208	81.7291	73.6959	0.3108
1273	1248.3398	60.6413	8.0318	81.4384	73.9018	0.4077
1274	1262.0152	60.4818	8.0681	80.8809	73.8344	0.4533
1275	1260.3828	61.0388	8.0636	81.0138	73.1088	0.3366
1276	1263.7243	61.1312	8.1574	80.8854	73.4078	0.1375
1277	1267.9386	61.1134	8.1986	81.0379	73.0831	-0.0097
1278	1280.4835	61.4680	8.2078	81.7458	73.1648	-0.1725
1279	1270.0919	60.9361	8.2782	82.0544	73.5163	-0.1774
1280	1279.8047	60.8262	8.1718	82.0847	73.0565	-0.0699
1281	1274.8144	60.8502	8.1143	82.0053	73.0429	0.1167
1282	1279.6122	60.1882	8.2290	81.5734	72.8015	0.2464
1283	1283.6984	60.3668	8.1776	81.5001	73.4500	0.3178
1284	1280.3673	60.8952	8.1225	81.3180	72.9461	0.3268
1285	1287.3656	60.9089	8.1654	81.0363	73.2000	0.2596
1286	1289.9021	60.6764	8.2250	81.3496	73.6132	0.1447
1287	1285.8094	60.4453	8.1975	81.8473	73.3200	-0.0469
1288	1279.4376	60.1472	8.0532	81.6033	72.9734	-0.1837
1289	1263.3116	60.7431	8.0136	81.0702	73.2901	-0.1594
1290	1274.6258	60.9455	7.9947	80.9062	73.2840	-0.0293
1291	1284.4371	60.5601	8.1162	80.5767	73.4091	0.1590
1292	1279.8098	61.4292	8.1351	80.6721	73.4816	0.2319
1293	1281.6589	61.4809	8.2192	80.7580	72.8264	0.3737
1294	1284.3196	61.2270	8.2050	80.6062	73.4882	0.3306
1295	1281.6056	61.5340	8.2110	80.9119	73.3754	0.2678
1296	1287.6913	61.4604	8.2256	81.5030	73.5773	0.0974
1297	1285.2736	61.5112	8.1483	82.0906	73.0748	-0.0609
1298	1287.7850	61.3544	8.1289	82.2263	73.8598	-0.1616
1299	1299.4703	61.3564	8.1241	82.1513	73.7858	-0.0845
1300	1298.1909	61.2492	8.0960	81.7815	73.9827	-0.0568
1301	1305.7646	61.5233	8.0843	81.7069	74.0759	0.0524
1302	1326.2979	61.4193	8.0463	81.7738	74.0688	0.2023
1303	1326.1705	61.8581	8.0647	81.8499	74.3455	0.2634
1304	1338.3980	62.4304	8.0915	81.9438	74.3829	0.2831
1305	1343.8822	63.8172	8.1620	81.4225	74.1876	0.1994
1306	1332.8787	63.7505	8.2070	81.0089	74.3377	0.1132
1307	1306.5988	64.0901	8.2818	80.8180	74.4050	-0.0251
1308	1307.2948	63.4683	8.3718	81.3637	74.2955	-0.0951
1309	1312.7395	62.6337	8.3443	82.0118	74.1523	-0.0770
1310	1314.4394	62.8912	8.4095	82.0672	73.9332	0.0401
1311	1316.9273	62.7921	8.4338	82.5367	73.5884	0.1747
1312	1306.3456	63.2461	8.3146	82.5826	73.5067	0.3631
1313	1307.8871	63.9186	8.3040	82.1287	73.8672	0.2954
1314	1306.2430	63.4847	8.4732	82.0356	73.7106	0.3271
1315	1291.9486	63.5459	8.3989	82.1190	73.5444	0.1361
1316	1293.9537	63.2822	8.3996	81.8517	73.6883	0.0618
1317	1292.5991	63.3202	8.3926	82.4259	73.6936	-0.0666
1318	1293.6290	62.8972	8.4691	82.6051	73.7292	-0.1691
1319	1296.5165	62.8391	8.4334	82.9300	73.9238	-0.1446
1320	1291.2568	62.2612	8.4343	82.9215	73.7722	-0.0457
1321	1297.7942	62.0215	8.4103	82.7123	73.7015	0.2023
1322	1305.1613	62.6187	8.3770	82.6433	73.7594	0.2960
1323	1294.5748	62.7732	8.3222	82.8598	74.4643	0.3880
1324	1306.9720	62.5447	8.3184	83.2834	74.7977	0.3198
1325	1306.6628	63.1047	8.3793	83.3931	74.9921	0.2077
1326	1313.2702	62.2270	8.3427	82.8456	74.7999	0.0964
1327	1321.8286	62.0913	8.3789	82.5525	74.6719	0.0304
1328	1324.6350	61.9943	8.2062	83.0986	75.0428	-0.0966
1329	1316.8092	62.1657	8.1029	82.5633	75.1938	-0.1688
1330	1318.5436	62.2147	8.1067	81.8798	74.8157	-0.0467
1331	1311.7158	62.2052	8.1362	81.1648	74.7873	0.1358
1332	1316.3138	62.6931	8.2159	81.6036	73.9565	0.3325
1333	1311.3649	62.6096	8.2918	81.8047	73.8902	0.3396
1334	1321.8371	61.9651	8.3606	82.2408	74.1095	0.2741
1335	1335.2440	62.2809	8.4218	82.6304	74.4141	0.2972
1336	1320.7821	62.7352	8.3966	83.5689	74.9874	0.1329
1337	1332.2737	63.4866	8.4488	83.4237	74.6068	-0.0612
1338	1329.1838	63.6481	8.4403	83.3951	74.6785	-0.1974
1339	1326.7728	63.6644	8.4078	82.9765	74.2093	-0.2344
1340	1321.3832	63.7601	8.4762	83.3018	74.3119	-0.1143
1341	1329.4231	63.9067	8.4182	83.5524	74.3473	0.1340
1342	1334.9388	63.9293	8.3798	84.0947	73.9670	0.2551
1343	1318.1703	63.2885	8.3700	84.7650	74.4446	0.3396
1344	1309.0942	63.6273	8.4088	85.0482	75.0660	0.3328
1345	1290.4128	63.3887	8.4160	85.5684	75.3035	0.2580
1346	1301.1615	62.5203	8.3741	85.4318	75.5839	0.1512
1347	1291.3103	62.7173	8.3184	84.7281	76.1734	0.0323
1348	1293.7061	63.0491	8.3700	84.8392	76.3281	-0.1828
1349	1300.6751	63.1462	8.3703	85.0149	76.4847	-0.1743
1350	1314.4960	62.8601	8.3342	84.9333	76.9000	-0.0472
1351	1329.4976	62.6356	8.3525	83.9017	77.2839	0.0222
1352	1346.2162	63.4915	8.3666	83.8511	76.8929	0.2028
1353	1363.5565	64.0887	8.4244	83.9738	76.6850	0.3571
1354	1374.1563	64.4056	8.4317	84.0732	76.3272	0.4005
1355	1379.9831	65.0754	8.4859	83.8493	76.0365	0.1900
1356	1399.1112	64.6914	8.5173	83.9997	75.7368	-0.0397
1357	1403.4802	65.6021	8.4906	85.0535	76.4142	-0.2144
1358	1411.8460	66.1005	8.5166	85.1491	76.0062	-0.1069
1359	1427.0751	66.0343	8.5517	85.1953	76.0201	-0.1522
1360	1449.4400	67.2566	8.5775	85.0975	76.5299	-0.0821
1361	1461.2469	67.9775	8.7413	84.5461	76.3893	0.0148
1362	1475.8853	68.6030	8.7893	84.9157	75.8332	0.2286
1363	1479.6871	68.8578	8.9319	85.8272	75.5707	0.3068
1364	1484.8323	68.8120	8.9698	86.1239	75.4671	0.3419
1365	1509.1557	69.7632	8.9960	87.1492	75.9054	0.1563
1366	1521.5789	70.2344	9.0877	87.0629	76.9438	0.0625
1367	1539.2706	70.4487	9.0802	87.8309	77.7051	-0.1127
1368	1551.0003	71.4384	9.1798	88.2252	77.9109	-0.1023
1369	1544.0211	71.6354	9.2970	88.0710	77.9167	-0.0998
1370	1548.3547	73.0366	9.4211	88.8637	78.1888	-0.0699
1371	1563.2256	73.0111	9.5628	89.4408	77.6533	0.0341
1372	1566.7257	73.8021	9.5442	90.3967	78.1942	0.1592
1373	1569.8524	74.5194	9.5993	90.5063	78.8273	0.1765
1374	1578.9129	74.4062	9.6427	91.4286	79.6741	0.2221
1375	1574.8708	74.4536	9.7184	92.0439	80.4575	0.2243
1376	1571.8533	74.6577	9.7926	92.9564	81.0200	0.0345
1377	1577.0396	74.7449	9.7907	93.2783	81.6452	-0.0630
1378	1578.4626	74.6853	9.7362	94.5184	81.8342	-0.1913
1379	1588.7398	74.6288	9.7853	94.8230	82.1301	-0.2214
1380	1600.2401	74.9659	9.7930	95.4838	82.3716	-0.1472
1381	1601.6652	75.3670	9.9147	96.1799	83.5337	-0.0217
1382	1609.5439	75.8159	10.0367	96.2195	84.3664	0.2126
1383	1604.8294	75.1780	10.0319	97.3844	84.8269	0.2514
1384	1610.7998	76.2357	9.9756	97.8806	85.5124	0.2455
1385	1601.4821	76.8707	9.9576	98.7424	86.0269	0.1749
1386	1601.3822	76.7232	9.9987	98.5038	86.4556	0.0103
1387	1595.2728	77.3620	10.0446	98.4612	86.6348	-0.1443
1388	1597.6818	77.3252	10.1176	98.8925	87.1725	-0.1202
1389	1597.6458	76.5168	10.1278	99.8132	87.5617	-0.2404
1390	1605.3666	76.2847	10.1212	99.9209	88.0049	-0.0377
1391	1612.2595	76.7925	10.1945	99.9310	88.1436	0.0916
1392	1604.9502	77.3458	10.3234	100.1517	88.6531	0.2719
1393	1611.4781	77.5358	10.4496	100.7748	88.8980	0.3015
1394	1598.6874	77.7964	10.4780	100.5348	88.8819	0.2507
1395	1614.1915	78.0212	10.5081	101.1404	89.1774	0.1821
1396	1614.1270	78.1018	10.4426	101.8409	89.8998	0.1490
1397	1632.2660	77.6907	10.4019	102.0188	90.2483	0.0767
1398	1630.5836	77.6184	10.4167	102.0793	90.4533	-0.0043
1399	1620.2180	77.8373	10.4167	102.3193	91.0282	-0.0468
1400	1626.2404	78.5412	10.4178	102.7342	91.1806	0.0034
1401	1641.9325	78.9649	10.4124	103.1465	91.2796	0.1145
1402	1643.4335	79.6533	10.3985	103.7157	91.5819	0.2251
1403	1646.4098	80.2881	10.4874	103.5830	92.4341	0.2723
1404	1641.7600	80.1440	10.5868	103.9144	92.2397	0.2248
1405	1629.4518	79.6434	10.6167	104.3612	92.4180	0.0913
1406	1630.4322	79.2137	10.5238	104.3285	92.8642	0.0025
1407	1636.9792	78.8541	10.4989	104.3372	93.3541	-0.0961
1408	1641.4449	78.7360	10.5094	104.6415	93.7346	-0.2040
1409	1642.8485	78.6764	10.4800	104.4190	94.3254	-0.1049
1410	1656.3317	78.5111	10.4169	104.7077	94.0865	-0.0654
1411	1662.3496	78.9569	10.4764	104.4917	93.8956	0.1683
1412	1663.2200	78.9977	10.4824	104.7464	94.1580	0.2082
1413	1679.0236	79.5575	10.4864	104.3070	94.8967	0.2875
1414	1681.7610	79.7017	10.4748	104.1191	94.8254	0.3352
1415	1678.4949	80.2407	10.5326	104.3260	94.2629	0.2853
1416	1673.6188	80.7486	10.6161	104.8567	93.7373	0.0937
1417	1689.6093	79.5795	10.6820	104.7832	93.2134	-0.0665
1418	1684.1179	80.6286	10.6507	104.8148	93.4797	-0.2066
1419	1671.9278	81.3424	10.7280	105.9171	93.9134	-0.1675
1420	1675.6674	81.3927	10.8467	105.7409	94.6729	-0.0822
1421	1682.7644	81.3640	10.8678	106.1963	94.2573	-0.0108
1422	1673.8231	81.7108	10.8279	106.3740	94.4203	0.1975
1423	1669.3126	81.7050	10.9028	106.5952	95.0807	0.2750
1424	1668.2644	81.7652	10.9115	107.1627	95.5717	0.2716
1425	1659.4462	81.5051	10.8971	107.9571	96.5340	0.1913
1426	1664.5706	80.9752	10.9297	108.5206	96.8860	0.0667
1427	1674.9954	80.8383	10.8385	108.3375	96.9797	-0.0802
1428	1684.0693	81.4578	10.8022	108.5083	96.7707	-0.2213
1429	1684.2021	81.5134	10.8520	107.9000	97.3484	-0.1566
1430	1692.0434	82.0339	10.8721	107.7633	97.4571	-0.0402
1431	1692.7160	81.3545	10.9332	108.5147	97.0104	0.1589
1432	1687.9619	80.7540	10.8947	108.2752	97.0772	0.2880
1433	1679.4240	80.1780	10.7697	108.6019	97.2641	0.3550
1434	1690.4771	79.9412	10.8138	108.6949	97.1882	0.3161
1435	1683.0484	79.8067	10.8097	108.0486	97.1190	0.1923
1436	1686.2933	80.1205	10.7847	108.0166	96.8800	0.0800
1437	1678.6268	79.8174	10.7733	108.2029	96.7980	-0.1138
1438	1686.1126	80.2432	10.8217	108.4558	96.8107	-0.1354
1439	1675.9097	80.4388	10.7425	108.4527	96.6025	-0.1625
1440	1669.3508	79.5772	10.7503	108.2240	96.9658	-0.0718
1441	1667.9592	78.8798	10.7119	108.2829	96.8074	0.0218
1442	1661.3988	79.4051	10.6425	107.9583	97.4251	0.1179
1443	1661.9920	79.4240	10.6751	107.8931	97.6997	0.1952
1444	1660.1977	79.3163	10.5592	107.8186	98.0960	0.2817
1445	1670.4374	79.3211	10.5477	107.1677	97.5649	0.1047
1446	1671.2047	79.4466	10.5527	106.4411	97.4649	-0.0863
1447	1657.0711	79.4017	10.5147	106.0286	97.2668	-0.1448
1448	1651.0466	79.7343	10.4528	105.6810	96.7861	-0.3237
1449	1649.3873	79.2276	10.5980	105.1824	96.8254	-0.2509
1450	1645.0334	78.9483	10.6415	105.7291	96.4695	-0.0807
1451	1643.3148	78.5994	10.5599	105.9539	96.0970	0.1135
1452	1633.1701	78.8538	10.5238	106.0345	95.2903	0.1559
1453	1625.3983	78.6099	10.5362	106.1655	95.4719	0.2616
1454	1619.0621	78.8061	10.5166	106.1545	95.1945	0.2700
1455	1601.9114	77.6617	10.6540	105.9913	95.5828	0.0664
1456	1606.9974	76.6604	10.5074	105.8997	95.8487	-0.0174
1457	1589.1313	77.3234	10.3829	105.6828	95.4795	-0.1212
1458	1583.9138	77.9273	10.3492	105.1902	94.7664	-0.2990
1459	1591.3006	77.4922	10.4158	104.9067	94.4131	-0.2297
1460	1599.4684	77.3233	10.3548	104.5385	94.4827	-0.1187
1461	1602.4215	77.1259	10.4071	104.8506	94.3241	-0.0403
1462	1616.1715	76.6810	10.2934	104.7744	94.4487	0.1208
1463	1618.5681	76.6768	10.2103	104.6171	94.8199	0.1153
1464	1619.2762	76.4491	10.1679	104.4494	94.2161	0.1881
1465	1622.4972	76.6424	10.1258	104.1592	94.2642	0.0099
1466	1621.8741	76.7940	10.1635	103.5693	94.1650	-0.0746
1467	1625.6916	77.7593	10.1947	103.3635	93.4383	-0.2096
1468	1613.7988	76.7660	10.1670	103.2637	93.8463	-0.1620
1469	1614.7926	77.0491	10.2028	103.1125	93.5313	-0.2198
1470	1617.4502	76.7426	10.2658	102.6129	93.3644	-0.0170
1471	1618.4721	76.3943	10.2675	102.8967	92.7862	0.1152
1472	1630.5615	76.4460	10.2031	102.6130	92.7643	0.2755
1473	1623.8321	77.0912	10.2855	101.9231	93.1706	0.3395
1474	1619.9312	77.3752	10.3065	101.8252	93.1489	0.3271
1475	1620.2435	76.8472	10.2212	101.6094	92.8249	0.3122
1476	1613.3650	77.1248	10.2863	101.5454	92.7748	0.1741
1477	1627.9506	77.4111	10.3281	101.6893	92.0369	0.1004
1478	1640.4794	76.9763	10.2615	102.2160	91.7644	-0.0480
1479	1643.7925	77.1520	10.2831	101.9230	91.3646	-0.1146
1480	1636.7615	77.5487	10.2490	101.7490	91.7263	-0.0560
1481	1642.8151	77.3887	10.2276	101.7494	91.6722	0.0594
1482	1646.7341	77.4086	10.2905	102.0324	91.7793	0.2958
1483	1647.9867	78.1020	10.2682	102.3896	91.6184	0.3500
1484	1628.7563	79.1364	10.3365	102.3280	91.1676	0.3070
1485	1636.7477	78.4456	10.3252	102.3872	91.1927	0.1325
1486	1633.7396	78.6746	10.3157	102.2268	91.2880	-0.0307
1487	1647.0544	78.7299	10.3534	102.2170	91.2589	-0.1427
1488	1624.9851	78.8566	10.3629	102.3195	91.4832	-0.2117
1489	1633.2557	78.5585	10.4472	102.4200	91.7650	-0.3139
1490	1632.9886	78.5012	10.4551	102.5937	91.4505	-0.1420
1491	1627.8090	78.7920	10.4267	102.7599	91.5397	0.0306
1492	1622.1309	79.0217	10.5070	103.2816	91.6226	0.1381
1493	1608.4549	79.1958	10.4590	103.3493	91.8481	0.2563
1494	1616.5779	78.4594	10.4690	103.9864	92.2681	0.2118
1495	1621.5230	78.3475	10.4373	104.3361	92.7165	0.1851
1496	1638.7125	78.6749	10.4328	104.7992	93.1481	0.0687
1497	1645.1596	78.3123	10.4540	103.8948	93.8506	-0.1326
1498	1633.1559	77.9521	10.4195	103.7464	93.5915	-0.2631
1499	1636.8357	77.4702	10.4344	103.2963	94.2800	-0.2385
1500	1617.2901	78.0805	10.3513	103.1612	93.9041	-0.0512
1501	1600.4375	78.3006	10.4062	102.4894	94.1520	0.1351
1502	1577.0585	78.2998	10.4219	102.5374	93.6446	0.3037
1503	1559.6589	77.6583	10.4321	102.4368	92.9324	0.2787
1504	1542.5817	77.0872	10.3989	102.4489	92.7957	0.1887
1505	1522.7578	75.8522	10.3602	103.0197	92.7199	0.1277
1506	1517.9093	75.5959	10.2874	103.0699	92.6506	-0.0680
1507	1501.2370	74.7404	10.2656	103.2546	92.3821	-0.1446
1508	1472.7386	74.7234	10.1598	102.7389	92.4796	-0.2029
1509	1455.8696	74.0711	10.0684	102.4632	92.9110	-0.1846
1510	1441.6008	73.4775	9.9541	102.4637	92.6790	-0.0292
1511	1434.6992	72.2819	9.9361	102.0805	92.0509	0.0443
1512	1406.2771	71.4972	9.8586	101.8645	92.1319	0.1897
1513	1408.7893	71.0176	9.6695	101.8967	92.0403	0.2805
1514	1400.6336	70.2204	9.5595	101.2402	91.9444	0.3254
1515	1378.6672	70.0169	9.4823	100.5009	92.0826	0.2263
1516	1378.7694	69.4785	9.4346	99.5050	91.6319	0.0868
1517	1361.8347	68.9698	9.3293	98.7913	90.5162	-0.0321
1518	1364.9150	68.5154	9.3215	98.1686	90.2360	-0.1984
1519	1351.8920	68.1411	9.2720	97.1027	90.1508	-0.1733
1520	1355.0872	67.5914	9.2502	96.5074	90.0425	-0.1005
1521	1332.8521	67.1819	9.2140	96.2834	89.1894	0.0123
1522	1316.3551	66.2749	9.1226	95.4138	88.9721	0.2068
1523	1313.7222	65.3482	9.0482	94.5680	88.6402	0.3341
1524	1315.8681	64.9028	8.9054	94.3447	88.0140	0.3327
1525	1311.7476	64.1816	8.8120	94.2882	87.5168	0.1808
1526	1314.9705	64.6063	8.7322	93.8406	87.2054	0.0565
1527	1307.0945	64.6173	8.7056	92.4204	86.6393	0.0500
1528	1295.4472	63.8771	8.7485	91.2528	85.3694	-0.0534
1529	1298.0167	63.0226	8.7234	90.7900	84.0252	-0.1195
1530	1290.6011	62.4804	8.5069	90.0747	84.1800	-0.0618
1531	1276.1235	63.1140	8.3913	89.7668	83.1507	0.0935
1532	1276.0638	62.6824	8.3975	88.8547	82.6067	0.3072
1533	1267.7780	61.9137	8.3064	88.2807	81.7379	0.4058
1534	1268.2178	61.9189	8.2966	87.4938	80.9990	0.3171
1535	1272.3875	61.4187	8.1781	86.3656	80.7542	0.1739
1536	1264.3243	60.9228	8.1595	85.6119	79.6840	0.1477
1537	1270.9610	60.8116	8.1612	84.8280	78.9140	0.0932
1538	1274.5136	61.2599	8.1231	83.8863	78.0170	-0.0087
1539	1260.9788	61.5318	8.1966	83.8189	77.4758	-0.0144
1540	1262.7358	61.7773	8.2825	83.4053	77.0405	0.0127
1541	1257.1658	62.2612	8.1149	82.9376	76.6388	0.0921
1542	1253.0465	61.4471	8.1903	82.9111	75.5565	0.2855
1543	1258.2730	60.6316	8.1140	83.1716	75.3867	0.4062
1544	1256.7351	60.5475	8.1499	82.8462	75.5615	0.3164
1545	1260.7354	60.1508	8.0888	82.6728	75.2594	0.3787
1546	1260.7024	60.9470	8.0623	82.4949	75.2085	0.3015
1547	1251.8445	61.4599	8.0824	82.3514	74.9708	0.0659
1548	1244.1341	61.1334	8.0598	82.3679	74.7997	-0.0739
1549	1246.6068	60.8017	7.9841	82.1339	75.2195	-0.0816
1550	1244.5319	61.1859	7.9317	81.5728	74.8884	-0.0230
1551	1238.8288	60.6861	8.0451	81.2080	74.4783	0.0708
1552	1236.9532	60.7673	7.9102	80.7305	74.5735	0.1639
1553	1230.2330	60.8094	8.0737	80.3986	74.2805	0.3164
1554	1243.9966	60.3056	8.1186	80.0890	73.3920	0.3432
1555	1243.2402	60.4359	8.1280	79.9119	73.2486	0.2970
1556	1241.5084	60.2720	8.1106	80.1284	73.3573	0.0988
1557	1248.9234	60.2054	8.1567	80.0432	72.9788	-0.0582
1558	1249.9623	60.9376	8.1152	79.9112	72.8840	-0.0922
1559	1242.9627	60.4598	8.0869	80.0939	72.5620	-0.0303
1560	1237.6591	60.5394	8.0400	79.7361	72.1854	0.0370
1561	1228.7504	60.3386	8.0362	79.8061	72.4505	0.2758
1562	1233.1751	59.6537	8.0459	79.9659	72.2921	0.4085
1563	1242.1045	59.2225	7.9447	80.7164	72.2394	0.5141
1564	1246.9217	59.3422	7.8648	80.9215	72.5837	0.4166
1565	1235.0105	59.8247	7.7985	80.4873	72.2712	0.1827
1566	1220.6985	59.5714	7.7896	80.2296	72.4300	0.1598
1567	1225.4626	59.6161	7.8485	79.8220	72.4529	-0.0757
1568	1228.1750	59.1465	7.8346	79.5807	72.2542	-0.0451
1569	1234.2180	58.8405	7.8477	79.6764	72.8079	-0.0649
1570	1239.3162	58.8960	7.8824	79.6858	72.2034	0.0030
1571	1258.1912	58.7047	7.9019	79.5585	72.4224	0.1391
1572	1255.2307	59.0366	7.8685	79.2304	73.0029	0.2723
1573	1257.2296	59.4930	7.9077	79.4642	72.3473	0.3221
1574	1251.4056	59.5972	7.9343	79.5362	72.1864	0.3824
1575	1250.3979	60.1977	7.9204	79.2849	71.9175	0.3287
1576	1253.5795	60.5516	7.9500	79.4573	71.6344	0.2102
1577	1242.0792	60.9631	8.0361	79.6481	71.7521	0.0945
1578	1248.6275	60.6563	8.1121	79.2110	71.8082	-0.0085
1579	1253.2709	60.8664	7.9952	79.4393	71.8708	-0.0239
1580	1261.1644	60.9391	8.0808	79.7586	71.5023	0.0591
1581	1254.8679	61.2052	8.0445	79.9633	71.5142	0.1614
1582	1255.0338	60.6846	7.9799	79.7589	72.2083	0.2772
1583	1248.0311	60.4631	7.9845	80.3643	72.3609	0.3633
1584	1257.2525	60.3031	7.9946	80.1225	72.5692	0.4114
1585	1259.0964	59.8771	7.9220	80.0264	72.0217	0.2502
1586	1242.2656	59.9504	7.8986	79.9348	72.1739	0.1378
1587	1251.9106	59.5366	7.9018	79.6826	71.9644	0.0428
1588	1252.5018	59.6138	7.9265	79.9707	71.9146	-0.0969
1589	1241.9824	59.6764	7.9552	79.6256	71.4293	-0.1662
1590	1228.8566	60.3215	7.9815	79.4681	71.6398	-0.0481
1591	1232.3528	60.5005	8.0268	79.6517	71.8959	0.1178
1592	1222.6932	59.9609	7.9791	79.9965	71.5740	0.3649
1593	1229.9788	59.5677	7.9648	79.8972	71.9761	0.4560
1594	1241.1759	59.4831	7.9689	79.0671	71.4599	0.4490
1595	1230.9345	59.6171	7.9864	78.8095	71.0416	0.3475
1596	1230.6717	59.2093	8.0002	79.0782	71.1894	0.2293
1597	1218.6299	59.1165	7.9732	79.4103	71.5502	-0.0150
1598	1214.8737	58.6056	7.8924	79.5272	71.5230	-0.1017
1599	1207.5742	57.8542	7.8259	79.5028	71.8214	0.0362
1600	1206.9032	57.7673	7.8485	79.8694	72.1140	0.0891
1601	1194.3722	57.2673	7.7988	80.1366	72.0732	0.1849
1602	1200.1581	57.0843	7.6776	79.1852	71.7903	0.3804
1603	1188.7430	57.2146	7.7749	79.1720	71.6917	0.4088
1604	1180.1358	57.6797	7.7066	79.3141	72.0460	0.4565
1605	1188.8589	57.2342	7.7281	78.9371	72.3356	0.3909
1606	1178.7128	56.9855	7.7027	78.6161	72.2566	0.3217
1607	1190.4145	57.0692	7.6947	78.4691	72.2048	0.2111
1608	1189.8975	57.8423	7.6870	78.6187	72.0876	-0.0024
1609	1207.0885	57.5611	7.6763	78.0719	71.8832	-0.0067
1610	1214.9090	57.8814	7.7893	77.5294	71.3742	0.1535
1611	1220.1147	57.7918	7.8205	77.5696	70.8740	0.1922
1612	1223.8426	57.6281	7.7800	77.4595	70.8408	0.3734
1613	1219.8356	57.7662	7.6961	77.2983	70.4585	0.4246
1614	1207.4677	57.6732	7.6954	77.4374	70.4922	0.4210
