Time	Oil	Rate	Invest	GDP	Stock
516	70.5763	0.1642	64.7247	45.7398	574.8777
517	68.1441	0.2065	64.9587	48.4155	579.8538
518	63.9844	0.0958	64.8477	48.3443	606.0790
519	59.4260	0.0000	64.5638	48.3134	628.4089
520	61.9907	0.0000	66.1017	48.1636	655.9560
521	60.2927	0.0000	66.9376	50.5273	666.9585
522	58.2566	0.0000	68.1460	51.3573	690.3134
523	57.2351	0.0000	67.4627	52.9380	712.6884
524	62.2096	0.0000	68.2185	53.7013	734.8687
525	66.1268	0.0000	69.4881	54.6570	741.3638
526	64.9332	0.0482	68.1216	55.7755	746.9046
527	66.2505	0.1561	68.1112	55.8658	752.9914
528	65.9006	0.0000	67.4622	56.7548	766.7317
529	62.2454	0.0000	68.7625	56.2462	769.2861
530	59.5726	0.0000	68.4510	57.3751	778.1731
531	60.4145	0.0000	68.9201	57.9506	797.7993
532	62.5857	0.0000	70.1301	58.3482	813.6910
533	58.8135	0.0000	69.2844	58.8371	816.7640
534	58.5275	0.0000	71.0313	59.4493	828.1272
535	60.1797	0.0000	70.1958	58.7040	838.7974
536	60.2011	0.0000	69.9745	59.3647	841.7665
537	59.2342	0.0000	70.1376	59.6842	845.5879
538	57.6617	0.0000	70.6829	60.0331	851.2109
539	59.0283	0.0000	71.6060	61.0875	861.2864
540	61.1446	0.0000	71.5823	60.6717	867.1005
541	63.2934	0.0000	71.3898	60.9508	867.0870
542	62.7399	0.0000	71.2807	59.7912	865.3803
543	65.0395	0.0000	72.3174	60.1194	853.7484
544	62.8279	0.0000	72.0534	61.1415	850.7147
545	67.4667	0.0000	74.0107	61.2917	853.6114
546	66.0341	0.0000	74.5184	61.8479	842.1016
547	67.1887	0.0000	74.7175	62.0531	848.7088
548	68.3351	0.0000	74.1736	62.5385	849.0335
549	67.3430	0.0000	72.7931	62.9408	847.5319
550	69.7293	0.0000	73.0700	63.6778	854.3567
551	68.7956	0.0000	73.1819	63.9521	849.0232
552	70.0164	0.0291	73.7211	62.4782	852.3560
553	69.6452	0.0000	74.5046	63.5589	847.5202
554	71.3991	0.0000	74.6379	63.2066	849.6260
555	72.1627	0.1483	73.7073	63.4673	845.3373
556	71.0875	0.2768	74.6245	63.8812	839.3730
557	68.6178	0.1222	74.1200	64.0575	842.6027
558	69.3722	0.0000	74.2684	63.6472	847.8127
559	72.2562	0.0000	74.6747	63.3289	853.7206
560	72.2345	0.0000	75.1892	64.0772	849.7559
561	69.8052	0.1571	76.6568	65.1701	847.6642
562	70.3783	0.1122	77.1050	65.7473	856.6743
563	70.0052	0.2162	78.3667	65.5296	862.5752
564	70.3802	0.3058	77.8905	66.0725	869.7511
565	69.1967	0.4036	77.4612	66.7592	869.4694
566	69.5034	0.2030	75.8406	66.6226	871.5109
567	72.3706	0.3360	75.9201	67.0767	875.3783
568	73.5058	0.5286	76.6072	67.0395	879.3117
569	72.0498	0.9254	73.2702	67.6257	873.9376
570	73.3588	0.8530	73.5619	66.6696	876.3834
571	73.4955	0.8501	73.0007	65.7289	872.7212
572	75.0144	1.1402	71.7931	65.3073	861.6063
573	73.6481	1.2709	71.8957	64.5917	852.6102
574	69.8796	1.5702	72.5230	63.7897	846.0375
575	71.5146	1.4762	71.3620	63.1719	843.7535
576	71.4873	1.3140	69.4519	63.2473	834.0881
577	72.6271	1.1785	68.2970	62.7892	832.8619
578	71.1463	1.2695	68.2732	62.4399	827.7315
579	71.2251	1.0890	68.7318	62.0950	828.7915
580	70.0061	0.9372	69.9355	61.9080	823.6875
581	69.9102	0.7575	71.4841	61.0318	822.0417
582	71.3755	0.3577	72.3070	61.0363	818.2308
583	70.6298	0.3916	73.0604	61.4303	816.3239
584	72.6390	0.2089	73.0875	61.4737	814.7374
585	72.1795	0.3441	72.9439	60.9274	810.1160
586	73.3431	0.2960	74.9392	61.0101	809.3495
587	74.5799	0.3500	75.5951	61.6541	800.1456
588	75.3818	0.5836	76.8572	62.8296	797.2080
589	72.9706	0.8545	76.9389	63.8813	793.8540
590	72.0622	1.1009	75.9282	65.1642	807.9636
591	73.1022	1.1715	75.8201	66.3623	817.9121
592	72.6419	1.2296	75.2534	66.4194	829.9035
593	72.7331	1.4024	74.7206	67.2445	842.6359
594	73.3228	1.3843	75.0503	66.1829	855.4650
595	71.0603	1.5576	75.3685	65.8171	853.2554
596	72.7333	1.3164	75.5168	65.7170	855.8031
597	73.6442	1.4472	75.5810	65.7748	859.0676
598	74.1755	1.5124	75.0646	66.0442	855.9838
599	74.1808	1.4071	75.3376	65.7562	856.3967
600	75.1900	1.3405	73.6035	65.5055	854.6655
601	76.8045	1.3043	75.0748	65.2171	849.6875
602	78.1637	1.4040	74.8290	64.4216	836.5738
603	75.6858	1.3765	74.9661	64.5597	827.5302
604	73.5492	1.3570	75.2586	65.6289	820.2640
605	75.5341	1.3847	75.0104	65.8367	825.4225
606	71.7623	1.4929	74.1854	67.1409	829.5745
607	68.2965	1.6362	73.2671	66.9715	850.0787
608	71.4455	1.5100	73.6222	66.9557	870.8459
609	70.3100	1.1109	72.2740	66.8773	875.1933
610	70.8666	0.9325	72.2754	66.7506	879.8079
611	70.2598	0.6327	71.5558	66.7771	884.9889
612	70.9537	0.2852	72.8602	66.3928	888.0790
613	67.3529	0.2247	74.3655	65.5749	885.8509
614	71.2108	0.4016	76.2745	65.6401	882.2397
615	71.4147	0.3434	77.8653	65.9087	875.6067
616	68.6686	0.3177	78.1828	65.7241	882.9344
617	68.4359	0.2396	79.3142	67.9745	884.3449
618	70.1589	0.0754	79.5679	68.4635	896.5022
619	71.4112	0.0000	79.6288	69.4265	896.9710
620	71.5506	0.1532	80.9113	70.5973	905.9276
621	71.4260	0.2508	81.7480	70.4898	907.5363
622	70.3853	0.2568	82.2667	71.7136	912.4679
623	68.2393	0.4666	81.5363	72.3791	925.4039
624	68.6883	0.1242	79.7572	71.3697	941.5883
625	68.8935	0.0126	80.7020	72.6452	942.8786
626	68.9750	0.0447	80.6750	72.4684	953.4233
627	73.0055	0.1497	81.3894	73.4173	958.7623
628	74.1790	0.2152	80.7269	74.1869	959.2184
629	72.3451	0.5571	79.5144	73.6222	951.6444
630	74.4305	0.6678	78.7399	73.8546	954.2759
631	75.9305	0.7617	78.5600	74.3719	951.3599
632	73.6610	0.9653	79.4012	73.6056	947.6858
633	72.9435	1.0169	78.4554	73.7363	948.0985
634	71.8367	0.8650	79.9831	73.3449	954.4004
635	71.3888	0.9125	78.3545	73.8647	963.0437
636	71.7081	1.0125	77.4513	73.4254	967.7788
637	71.7828	0.9092	76.7881	72.4904	966.5213
638	71.0792	1.0129	75.8108	71.4261	963.1334
639	71.3724	1.0396	75.8423	70.6684	959.8904
640	71.4521	0.7545	75.8866	70.6687	951.2641
641	69.9247	0.5619	74.8205	70.1392	946.6582
642	67.9818	0.6643	76.1691	69.7427	945.3452
643	66.5552	0.5023	77.0024	70.0280	946.7970
644	66.1348	0.5616	76.6082	71.4189	953.2600
645	65.0966	0.4657	75.3258	70.8588	960.8255
646	66.4019	0.2669	75.9850	71.0845	970.5614
647	64.8447	0.4431	76.5625	71.0180	968.7395
648	63.7637	0.1612	77.0884	70.5630	970.2701
649	64.5742	0.0728	77.4174	69.5350	973.1351
650	63.6196	0.0000	78.6889	69.7071	968.8269
651	64.7465	0.0000	80.6739	70.2225	972.2387
652	65.2789	0.0000	82.5551	70.8697	972.8432
653	65.3489	0.0000	82.3465	70.9138	968.0044
654	66.3541	0.0000	82.1841	71.2156	971.8800
655	64.5587	0.0000	81.4677	71.2066	970.5258
656	64.4023	0.0000	80.9534	71.8588	974.8320
657	64.4535	0.0000	80.0418	72.2726	979.7947
658	62.8757	0.0000	80.5144	72.8952	986.4280
659	64.5867	0.0000	79.1208	71.8473	991.5514
660	65.2203	0.0000	78.4199	72.8017	995.3018
661	64.7239	0.0000	77.0282	71.6052	992.8562
662	65.2483	0.0000	77.4406	72.3829	994.1620
663	66.3765	0.0000	77.7407	72.0904	990.2200
664	65.3591	0.0000	77.7893	71.8077	987.8379
665	63.4359	0.0000	76.3072	71.3298	996.1614
666	64.4688	0.0000	76.6311	70.6966	994.2822
667	64.1719	0.0000	77.5776	70.7796	990.0698
668	64.5454	0.0347	76.8380	70.2124	986.1963
669	66.8624	0.0000	76.3520	71.3662	986.0244
670	65.8319	0.0000	76.4720	71.9297	981.1752
671	67.0710	0.0000	77.2434	71.2437	983.4985
672	68.8889	0.0000	77.9672	69.4764	982.1157
673	66.9580	0.0000	78.0909	69.4437	967.8041
674	68.2210	0.0000	77.4009	69.4975	957.2672
675	70.7537	0.0914	77.9643	70.3676	949.3828
676	70.1003	0.2134	77.6483	70.2393	942.1996
677	70.4891	0.2208	76.2389	70.1993	940.6871
678	70.6852	0.1608	76.9179	69.2842	936.9981
679	71.1190	0.2089	76.1725	69.7469	932.2263
680	71.9104	0.3430	76.0929	69.4990	926.6117
681	69.9492	0.3697	75.9458	69.3086	921.2466
682	67.8319	0.3279	75.0766	69.3090	918.7093
683	68.2192	0.3189	73.9136	68.9065	923.4739
684	69.1306	0.2355	73.7061	68.3816	929.9006
685	68.1292	0.0000	74.2309	68.0224	929.0506
686	68.8015	0.1278	74.2963	68.0200	928.9199
687	69.1625	0.0000	73.9622	66.9043	922.6843
688	68.4326	0.0000	74.4469	66.6028	916.7277
689	67.4211	0.0000	73.4682	66.5442	908.3707
690	67.3944	0.0000	74.6060	65.4701	909.3148
691	68.1743	0.0018	75.4070	64.8494	900.2080
692	70.3684	0.0000	75.4530	65.6813	895.5587
693	70.8652	0.3126	75.5941	65.7016	892.9618
694	69.1875	0.2662	75.3962	65.9022	885.1426
695	70.3534	0.2071	75.0888	65.2917	885.6839
696	71.5422	0.0949	74.1555	64.9047	886.6341
697	71.7307	0.3219	73.5143	65.8264	878.6008
698	72.0908	0.5330	72.9439	65.2290	877.9334
699	72.8483	0.6033	71.3193	65.0404	870.2931
700	72.4123	0.7100	71.5100	64.1109	863.5075
701	71.2122	0.4994	71.7668	64.8940	854.4040
702	71.9752	0.7438	71.7516	63.8166	860.1605
703	71.6590	0.6460	69.0910	63.5756	848.2934
704	71.0411	0.5534	69.6029	63.5864	841.6417
705	73.2500	0.7663	69.8627	61.8798	842.2678
706	76.0843	0.8878	69.0786	61.5717	831.5388
707	75.6378	0.9051	68.2122	61.4977	816.8160
708	73.4291	1.1369	67.1496	61.1246	810.6580
709	75.6954	1.3177	65.8108	61.3179	797.7633
710	76.5193	1.4646	65.5931	59.7589	796.3253
711	74.5779	1.2639	65.6706	58.8832	784.9442
712	73.8066	1.0994	66.0127	58.2895	773.2876
713	74.7472	1.1457	65.7576	57.6480	773.2059
714	77.3111	1.3910	64.3510	57.7574	764.3200
715	78.6467	1.5085	64.4298	57.1976	747.3889
716	77.5406	1.8471	63.0845	57.2127	737.1977
717	77.4364	1.8330	61.2586	57.5029	728.7859
718	79.8077	1.8931	58.4085	54.6208	725.5657
719	80.1316	2.0524	57.7698	52.9342	706.8781
720	79.0006	2.3105	57.3767	51.5610	684.8851
721	80.5793	2.3274	55.6623	50.7683	668.5722
722	79.2742	2.4854	56.2554	48.3750	654.3812
723	79.5000	2.5868	55.3962	47.2042	637.0732
724	78.8204	2.5993	54.8101	47.5697	615.3336
725	75.6961	2.5589	53.8215	46.1366	605.7683
726	77.1195	2.3281	52.1809	43.7294	599.8419
727	78.1696	2.3399	51.6822	42.6222	579.9561
728	76.6229	2.5035	52.3690	40.6188	552.9034
729	77.4198	2.2456	51.7230	39.0253	535.8070
730	78.3180	2.2223	51.9899	38.9797	516.4550
731	80.2025	2.5364	52.3705	39.8082	500.6772
732	82.2916	2.7790	51.3849	39.4236	493.3401
733	84.6030	2.8559	51.6089	38.3538	474.7845
734	82.2586	3.0888	51.3538	37.4286	457.8569
735	80.3611	3.1421	49.9225	36.5540	445.9078
736	78.6712	3.2101	49.0873	37.4754	442.9253
737	77.9244	3.1542	47.1654	37.3568	437.4971
738	74.6367	3.0820	46.6181	35.2607	444.2261
739	71.4509	3.0063	46.0830	34.0698	447.7740
740	70.6467	2.9917	46.5783	32.6972	450.9040
741	68.6441	2.8116	46.1850	32.7489	442.1280
742	68.7893	2.6599	47.9816	32.2577	447.3519
743	73.4906	2.1892	48.0502	31.4048	442.5164
744	72.2170	2.1293	48.4271	31.7447	426.4311
745	70.8469	2.0073	50.6206	32.0672	422.6516
746	69.6099	1.8597	50.2900	32.2278	421.9275
747	64.4228	1.5890	52.4911	34.0998	423.2700
748	60.4480	0.9833	53.7180	35.5190	440.5228
749	64.4675	0.3202	57.1125	35.7215	472.0258
750	63.1010	0.1347	58.6088	36.1679	488.5480
751	68.1269	0.1051	61.3638	38.4385	494.7038
752	66.7198	0.0000	63.8230	39.6423	499.0788
753	67.9773	0.0227	65.1864	40.8364	509.0642
754	65.6706	0.0000	67.0791	42.9536	525.5985
755	64.5859	0.0159	67.5683	44.8711	551.0791
756	62.9635	0.0000	69.2766	46.4650	577.5990
757	62.0107	0.0000	69.1537	47.2996	605.1091
758	61.7928	0.0000	68.6771	48.6039	626.7928
759	60.5558	0.0000	68.3300	50.0276	644.6368
760	60.2732	0.0000	68.2509	52.1292	666.8110
761	62.1178	0.0000	69.8304	53.0054	695.2381
762	60.3796	0.0000	71.5505	53.8134	712.5652
763	61.9889	0.0000	72.0719	55.3262	729.9983
764	61.1940	0.0000	71.2089	56.6540	752.1367
765	61.3515	0.0000	72.8951	57.2490	770.6595
766	60.6578	0.0000	73.1046	58.6878	788.0206
767	60.2975	0.0000	74.4315	58.9607	808.8142
768	63.6992	0.0000	74.8901	60.2039	825.5921
769	63.6393	0.0000	74.5623	61.4323	830.8289
770	65.4533	0.0000	74.7583	61.4383	841.5913
771	65.9437	0.0000	74.1206	62.3125	843.8211
772	65.5247	0.0616	74.6176	63.7438	847.0849
773	65.7865	0.2268	74.5537	64.5420	854.0924
774	65.8163	0.0000	73.5607	64.4115	868.1642
775	65.1756	0.0000	74.2768	64.5834	868.8625
776	67.4259	0.0000	75.1280	65.5080	880.1825
777	67.9106	0.0000	75.5090	64.9123	885.5818
778	67.1765	0.0000	76.3613	65.4219	883.1053
779	67.2725	0.0666	75.9403	66.9060	883.7460
780	68.5270	0.1467	75.2174	66.8713	887.6726
781	69.9130	0.0817	75.3296	66.4584	889.0876
782	67.2055	0.0000	75.5540	67.6964	890.3791
783	67.1710	0.0412	76.3826	68.1623	899.7622
784	66.1687	0.0000	76.6291	67.2444	905.5504
785	66.6306	0.0000	76.8064	66.7080	909.1220
786	67.7942	0.1032	77.1380	67.4812	913.0440
787	68.2388	0.0000	77.3942	67.8553	914.1413
788	68.3385	0.0000	77.1658	68.2017	910.8498
789	69.4340	0.0000	76.3615	68.2861	915.9455
790	69.1219	0.0000	76.7317	68.1942	921.8694
791	70.7696	0.0000	76.4477	68.9580	913.3037
792	70.6194	0.0000	77.1761	68.5614	914.5390
793	70.5178	0.0000	78.3850	68.7331	913.9803
794	69.4180	0.0133	78.2040	68.0619	910.2298
795	71.6045	0.0000	77.7805	68.5066	912.7130
796	67.2138	0.0983	76.7474	68.0260	905.9387
797	69.2181	0.0000	75.9356	67.9658	914.1111
798	68.5692	0.0000	75.3744	67.8143	913.8978
799	69.1703	0.0000	75.7376	66.5640	912.9956
800	67.2559	0.2591	78.3663	67.6591	910.4499
801	67.9037	0.2180	77.5544	68.4795	913.1267
802	68.0083	0.1994	77.4782	68.5549	920.8693
803	66.9732	0.0957	78.8891	68.8902	922.9918
804	66.2033	0.0000	80.0245	69.3893	927.8887
805	63.2285	0.0000	81.4248	69.6386	935.8512
806	63.2422	0.0000	83.0036	70.5934	946.0047
807	64.3754	0.0000	82.5733	72.3361	958.9730
808	67.5204	0.0000	81.6916	72.4757	969.2003
809	70.5306	0.0082	82.0840	72.5201	971.5940
810	71.8284	0.0207	81.2543	73.4453	959.0569
811	70.7084	0.0813	80.6414	75.0157	959.6991
812	66.7776	0.0000	82.3437	74.6885	971.2900
813	64.5102	0.0000	83.0470	75.1989	981.2608
814	65.1797	0.0016	82.7293	75.8505	991.7395
815	67.3100	0.0000	83.8999	76.4851	1006.6371
816	70.0436	0.0000	83.5322	77.2186	1020.1581
817	77.0391	0.0000	84.0686	77.6890	1019.3185
818	75.7480	0.2157	83.1325	79.3625	1010.7014
819	76.8121	0.6205	82.7815	79.7253	1012.7410
820	80.7852	0.6387	83.2989	78.7078	1012.9994
821	82.4190	0.9577	82.7188	78.4890	1004.0704
822	77.4338	1.2185	81.2904	78.2189	988.3059
823	76.1533	1.3083	78.4951	77.9115	994.1161
824	74.8875	1.4605	78.4027	76.8572	996.6223
825	73.7253	1.5115	75.4389	76.2034	997.3764
826	69.9613	1.4290	76.0888	74.7121	995.5538
827	73.0253	1.3693	76.0505	74.4212	998.9641
828	72.1809	1.3445	75.6613	74.6132	993.1505
829	67.2597	1.7231	75.6499	73.1429	989.4417
830	66.5880	1.7127	74.6566	72.6579	990.8801
831	61.7925	1.5764	74.4320	71.3036	990.6547
832	66.1989	0.9882	73.9968	69.7989	992.7180
833	71.5946	0.7288	74.8807	68.8529	980.3683
834	77.7088	0.7063	77.2954	68.4791	957.3232
835	81.1550	0.9308	78.5815	69.7854	924.3707
836	77.8937	1.4780	78.2483	69.2484	901.9545
837	75.3626	1.6795	77.2397	69.4568	894.2934
838	74.2560	1.5593	77.4771	69.0202	895.8401
839	77.8462	1.5306	77.3165	69.1321	893.6225
840	83.2905	1.9424	76.6703	69.6110	887.9518
841	90.7793	2.2813	75.8361	68.8503	876.5282
842	84.6514	2.9140	73.8250	68.1003	846.3082
843	90.4922	3.2406	71.3056	66.8294	835.0451
844	88.9129	3.6865	69.5537	64.8861	809.1077
845	94.8773	4.2550	67.4455	64.1721	793.3655
846	85.0317	5.0793	66.5697	62.2215	758.7571
847	96.1771	5.1966	62.9446	61.0884	752.2971
848	96.9357	6.0757	59.2764	59.5633	719.0925
849	93.9917	6.4843	56.6575	57.7456	687.7235
850	92.7474	6.7022	53.3753	55.6921	664.4725
851	99.6433	6.9705	49.9047	53.7356	641.6624
852	94.2608	7.4368	47.1027	50.8285	604.7006
853	96.8530	7.7127	43.9754	48.3419	576.5457
854	89.3314	8.0170	41.0567	44.3140	544.0997
855	87.9497	7.9510	39.1349	41.0430	523.4371
856	78.9039	7.8965	38.0405	37.9784	497.0727
857	76.5564	7.3598	36.3246	34.6769	486.3597
858	74.1639	7.1265	37.0326	31.2671	464.3193
859	81.2835	6.7529	36.5436	28.7861	441.9119
860	82.3008	6.4736	37.3429	26.3559	395.9031
861	80.4861	6.2292	37.8344	24.8410	355.8619
862	78.9545	5.9078	39.9589	23.4574	326.9723
863	79.2463	5.9832	40.3891	22.9774	305.6602
864	74.2067	5.7699	40.1300	22.9916	289.0387
865	71.1468	5.5545	39.6527	23.1442	285.5920
866	65.9063	4.8394	41.8389	22.2642	287.4744
867	65.1203	4.2318	44.2425	21.9665	296.0114
868	63.5541	3.4369	46.6240	22.5901	302.1960
869	63.3505	2.7580	51.8249	24.2908	317.3848
870	62.0748	1.9630	54.7956	25.6951	332.6822
871	63.8517	1.6674	58.9466	27.4970	352.5892
872	63.2917	1.0198	63.6772	28.9245	368.5246
873	63.0170	0.7867	67.8627	32.1182	391.4794
874	61.4391	0.3768	71.8656	36.4111	418.2322
875	63.3731	0.0492	75.7239	39.7614	457.6758
876	64.4061	0.0000	77.9007	44.1287	494.8780
877	65.3266	0.0000	80.1667	47.8398	531.7858
878	65.6627	0.0000	81.5057	51.7062	572.3172
879	64.6851	0.0000	82.2866	56.0015	618.1488
880	66.0289	0.0000	84.1254	59.9867	670.1819
881	64.3694	0.0000	85.8758	63.0054	718.0052
882	64.4904	0.0000	84.7838	65.8487	759.9441
883	64.5846	0.0000	85.6332	67.3030	810.8716
884	66.0429	0.0000	85.1458	68.6868	851.2350
885	66.5294	0.0000	84.1909	70.6692	880.3905
886	68.8861	0.0000	84.1979	71.0877	903.0714
887	67.8203	0.0000	84.6845	72.0792	924.6384
888	69.0835	0.0597	85.9035	72.4292	943.7175
889	67.4695	0.0561	85.8840	74.6262	949.1238
890	66.4266	0.1847	83.2134	76.1665	971.5960
891	67.3870	0.2047	84.4325	76.6605	988.3383
892	68.1214	0.3798	86.1279	76.9241	1000.8694
893	67.9565	0.3300	86.4060	77.5020	1005.8211
894	67.8006	0.1956	88.0437	78.3522	1016.6318
895	68.1721	0.0000	89.5593	78.6666	1029.2057
896	67.4203	0.0378	89.5953	80.0896	1037.9080
897	66.9743	0.0000	89.2348	80.7881	1056.3871
898	70.5410	0.0000	88.6847	80.3082	1070.7220
899	72.1917	0.0000	88.2076	82.1101	1072.5679
900	70.7344	0.1158	87.2902	81.9043	1079.2364
901	71.1809	0.2867	85.8420	82.7911	1080.9536
902	70.2692	0.3288	84.2925	83.1676	1086.4493
903	67.8663	0.2151	83.5021	81.0673	1093.3632
904	68.9979	0.0000	83.1283	80.6952	1101.3876
905	68.1468	0.0000	84.2567	79.4095	1091.6817
906	69.1520	0.0115	84.8172	79.8965	1088.1252
907	67.4477	0.0000	83.8255	79.3406	1085.1414
908	69.7048	0.0000	84.4763	78.7246	1079.1185
909	71.5613	0.0173	85.0394	79.0390	1073.1136
910	73.9676	0.0000	85.6426	80.3795	1062.6856
911	73.8611	0.0795	85.8828	78.8514	1057.9507
912	71.0666	0.3593	85.0118	78.6409	1048.2291
913	73.3004	0.3335	82.9117	79.8054	1046.1948
914	74.6417	0.2165	82.9794	78.6176	1041.5246
915	75.1571	0.4440	83.5400	77.8335	1033.4253
916	74.4254	0.4501	82.8453	78.0416	1022.2359
917	75.6865	0.4127	83.0188	76.5764	1019.8307
918	77.7066	0.4944	83.7602	76.5871	1011.4316
919	78.1162	0.6647	82.6465	76.3301	995.8783
920	75.3388	0.7375	81.6080	76.6875	983.1738
921	72.9401	0.9629	79.7177	75.7249	982.8439
922	74.3937	1.0737	78.7458	75.5541	985.2467
923	74.7196	1.1759	78.0425	74.7535	980.4877
924	74.1180	1.4296	77.3025	74.7105	979.6517
925	72.6900	1.4678	76.6107	75.0509	979.4234
926	72.9995	1.2395	76.0988	73.6200	984.3574
927	75.6748	1.1846	75.7655	72.7100	977.2695
928	74.0822	1.3529	76.2421	73.4019	958.0706
929	75.1793	1.5064	74.7286	71.3881	954.5055
930	75.7494	1.4742	74.5920	69.5621	942.4573
931	75.9199	1.4772	75.0346	68.1858	929.3457
932	74.7074	1.5935	73.7035	66.9903	917.7584
933	73.6318	1.6499	74.5249	66.2914	902.8045
934	74.8897	1.7192	73.3318	66.8818	882.3267
935	76.4132	1.8309	71.1586	66.1365	872.9121
936	74.3218	2.0002	70.0701	65.0835	861.4633
937	76.2019	2.0338	68.8688	63.3226	857.2345
938	76.3750	2.0517	67.4821	61.6242	836.4404
939	76.4394	2.2416	66.9063	61.4977	819.0450
940	77.0977	2.4993	65.4553	60.3154	807.7137
941	75.3831	2.4632	64.6193	60.2458	791.9468
942	76.2176	2.5031	65.2667	58.9240	785.2658
943	76.7748	2.4791	63.3247	57.9010	767.7291
944	77.5689	2.3872	62.1940	57.1485	753.5627
945	77.0092	2.1582	62.7096	56.8393	744.9795
946	76.0922	2.2549	61.6290	54.2096	729.7079
947	75.9673	2.2519	61.6975	52.2012	714.5100
948	76.0396	2.2240	62.1188	50.6774	699.5464
949	75.7928	2.1315	61.4432	50.6011	683.6409
950	74.9343	2.0045	61.9031	50.6267	669.1802
951	74.4771	1.9467	62.6682	50.0880	665.6708
952	74.0436	1.9275	62.9421	51.2991	661.9338
953	73.6929	1.9473	63.0176	50.9339	660.2387
954	72.6820	2.1800	62.6552	51.7196	659.0537
955	73.0699	2.1016	61.5124	51.3598	656.4051
956	73.2845	1.9989	62.0897	50.7567	655.8015
957	72.4705	2.2734	63.0513	50.4799	655.6571
958	71.7614	2.4828	62.8273	50.0607	656.9444
959	70.2255	2.4733	60.4399	50.6383	654.7851
960	71.0686	2.4910	60.1286	50.3212	662.2428
961	69.2483	2.2612	59.1961	50.4095	661.6579
962	71.7061	2.1244	58.2721	49.1285	665.5813
963	71.2873	1.7704	57.7723	48.7650	664.3714
964	70.6120	1.5899	55.8816	46.6698	653.8395
965	72.2868	1.4732	57.0290	46.1080	640.2633
966	71.3934	1.4865	59.1053	45.3228	630.3601
967	70.8391	1.4368	60.3122	46.2337	624.3917
968	69.2443	1.4622	62.5009	46.7229	617.4405
969	72.0312	1.3785	62.1314	47.7368	616.1288
970	70.2981	1.3554	63.0088	48.2408	608.8294
971	72.7777	1.0211	62.9591	47.4870	618.6979
972	73.4694	1.1156	64.6972	46.2870	618.1188
973	72.9166	1.1421	64.0178	47.4681	610.9321
974	73.5895	1.1392	63.4475	48.4368	607.0684
975	74.5527	1.2276	63.8364	49.8590	611.7434
976	71.8511	1.3300	64.1969	50.4442	621.9098
977	76.1770	1.2717	64.3818	51.4367	629.9355
978	76.0614	1.4221	64.0208	51.4804	628.1207
979	72.0986	1.4725	65.1041	51.2189	634.0224
980	68.8117	1.5161	64.4403	52.2195	643.2971
981	69.6514	1.2198	65.1289	53.2462	658.5600
982	71.9363	1.0998	64.7151	53.1586	673.0380
983	73.0711	1.2478	64.2043	53.1329	681.7515
984	75.5887	1.2511	65.5659	53.0720	682.5437
985	78.4078	1.3469	65.6213	53.2097	680.1746
986	80.2360	1.4994	64.9001	53.3334	673.2761
987	76.3296	1.9110	64.7847	52.9871	656.7288
988	73.2239	2.0786	63.4574	52.6239	658.6576
989	72.0250	1.7355	62.1229	52.4840	665.3254
990	71.0878	1.6135	63.1862	51.8661	670.2060
991	69.3035	1.4811	64.1248	51.4807	676.7412
992	67.1943	1.2681	64.7723	51.2021	682.0906
993	64.2000	1.1517	64.0465	52.4120	684.4823
994	66.2761	0.7061	65.2110	52.1471	703.2147
995	64.7368	0.3352	66.3061	51.9536	706.7826
996	68.3528	0.3768	67.5185	52.6806	713.3133
997	65.7953	0.3660	69.0546	53.5932	714.9774
998	64.0729	0.0693	68.8777	54.9585	723.3820
999	63.8223	0.0000	69.6246	55.3409	741.7874
1000	64.4840	0.0000	69.6254	55.1097	751.9394
